#Genome	Original Genome name	Microbial Group	Microbial Group obtaining method	Genome Phylogeny	Strain name	Genome mean coverage	Genome completeness (%)	Genome contamination (%)	Strain heterogeneity (%)	16S rRNA phylogeny (The longest identified fragment)	# ambiguous bases	# contigs	# predicted genes	# scaffolds	Coding density	GC	GC std	Genome size	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs	Gram	Environment
SZUA-1242	SZU_Lau_Basin_Kilo_Moana__P_9.12	Nitrospinae	GTDB genome phylogeny	d__Bacteria;p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SCGCAAA288-L16;unclassified	Nitrospinaceae bacterium SZUA-1242 [Famliy]	1.46	65.44	4.27	50	#N/A	0	372	2117	372	0.880263319	0.397132952	0.017812074	1925116	37332	37332	5175.043011	5175.043011	5460	5460	11	21	0	0	1	1	23	Gram Negative	LBKM
SZUA-1243	SZU_Lau_Basin_Kilo_Moana__P_9.16	Myxococcales	GTDB genome phylogeny	d__Bacteria;p__Myxococcaeota;unclassified;unclassified;unclassified;unclassified;unclassified	Myxococcales bacterium SZUA-1243 [Order]	0.72	51.75	0.88	100	#N/A	0	391	2416	391	0.942539635	0.525001476	0.01390608	2624905	34365	34365	6713.31202	6713.31202	8292	8292	11	13	0	0	0	0	13	Gram Negative	LBKM
SZUA-1246	SZU_Lau_Basin_Tahi_Moana__BandP_1.13.B	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__HC6-5 sp2	Flavobacteriaceae bacterium SZUA-1246 [Family]	317.65	95.82	0	0	#N/A	0	65	2788	65	0.920161213	0.403500706	0.007718371	3027789	308675	308675	46581.36923	46581.36923	65990	65990	11	35	0	0	0	2	37	Gram Negative	LBTa
SZUA-1249	SZU_Lau_Basin_Tahi_Moana__BandP_1.27.B	Gammaproteobacteria-SAR86	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp1	Gammaproteobacteria bacterium SZUA-1249 [Class]	14.13	55.5	1.67	20	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;hydrothermal vent metagenome	0	201	1394	201	0.956986852	0.372380006	0.020214847	1252245	27917	27917	6230.074627	6230.074627	7522	7522	11	26	0	0	0	0	26	Gram Negative	LBTa
SZUA-1252	SZU_Lau_Basin_Tahi_Moana__BandP_10.2.P_VB	Poribacteria	GTDB genome phylogeny	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;unclassified	Candidatus Poribacteria bacterium SZUA-1252 [Phylum]	13.67	80.01	4.4	25	#N/A	0	483	5155	483	0.857027394	0.433562557	0.016538623	5426571	58857	58857	11235.13665	11235.13665	15978	15978	11	34	0	0	0	0	34	Gram Negative	LBTa
SZUA-1253	SZU_Lau_Basin_Tahi_Moana__BandP_11.17.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1253 [Class]	22.67	84.2	2.34	20	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	0	312	2789	312	0.91017177	0.529876097	0.017913736	2683299	47139	47139	8600.317308	8600.317308	11542	11542	11	41	0	0	1	2	44	Gram Negative	LBTa
SZUA-1254	SZU_Lau_Basin_Tahi_Moana__BandP_11.29.B	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;unclassified	Phycisphaerales bacterium SZUA-1254 [Order]	10.4	52.74	1.72	100	#N/A	0	222	1410	222	0.951864058	0.43319048	0.012154143	1363638	25302	25302	6142.513514	6142.513514	7218	7218	11	16	0	0	0	1	17	Gram Negative	LBTa
SZUA-1257	SZU_Lau_Basin_Tahi_Moana__BandP_2.17.B	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;unclassified	Deltaproteobacteria bacterium SZUA-1257 [Class]	14.5	68.86	0.17	0	#N/A	0	293	2051	293	0.900429378	0.431012726	0.021111904	1999405	28435	28435	6823.90785	6823.90785	8001	8001	11	14	0	0	0	1	15	Gram Negative	LBTa
SZUA-1258	SZU_Lau_Basin_Tahi_Moana__BandP_2.23.B	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonaceae;g__OPU3-GD-OMZ;unclassified	Methylococcales bacterium SZUA-1258 [Order]	12.76	57.52	0	0	#N/A	0	176	1751	176	0.889995103	0.422958118	0.021580374	1664335	50730	50730	9456.448864	9456.448864	12606	12606	11	20	0	0	0	1	21	Gram Negative	LBTa
SZUA-1262	SZU_Lau_Basin_Tahi_Moana__BandP_2.9.B	Alphaproteobacteria-UBA7887	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA3504;unclassified	Alphaproteobacteria bacterium SZUA-1262 [Class]	15.31	72.74	4.58	5.56	#N/A	0	513	4037	513	0.892202719	0.498629599	0.017205357	3933884	52174	52174	7668.389864	7668.389864	9664	9664	11	38	0	0	1	7	46	Gram Negative	LBTa
SZUA-1263	SZU_Lau_Basin_Tahi_Moana__BandP_3.13.P	Gammaproteobacteria-Chromatiales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;unclassified;unclassified;unclassified	Chromatiales bacterium SZUA-1263 [Order]	14.84	69.3	1.38	0	#N/A	0	196	1730	196	0.919515537	0.536643803	0.014674559	1643634	43191	43191	8385.887755	8385.887755	10614	10614	11	28	0	0	0	0	28	Gram Negative	LBTa
SZUA-1264	SZU_Lau_Basin_Tahi_Moana__BandP_3.17.B	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia mobilis	Flavobacteriaceae bacterium SZUA-1264 [Family]	11.72	63.09	0	0	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesonia;uncultured deep-sea bacterium	0	196	2416	196	0.926136652	0.350956728	0.013940151	2539541	80289	80289	12956.84184	12956.84184	23324	23324	11	22	0	0	0	0	22	Gram Negative	LBTa
SZUA-1266	SZU_Lau_Basin_Tahi_Moana__BandP_3.24.B	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA8690;unclassified	Marine Group II archaeon MGIIA SZUA-1266 [Class]	26.18	79.65	0.16	0	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;hydrothermal vent metagenome	0	129	1589	129	0.940557564	0.444639525	0.01542962	1935957	93024	93024	15007.4186	15007.4186	23949	23949	11	39	0	0	0	0	39	Archaea	LBTa
SZUA-1270	SZU_Lau_Basin_Tahi_Moana__BandP_4.12.P	Nitrospirae	GTDB genome phylogeny	d__Bacteria;p__Nitrospirae;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;unclassified	Nitrospirales bacterium SZUA-1270 [Order]	11.63	72.72	5.91	0	#N/A	0	365	2215	365	0.92113091	0.521294706	0.014734064	1941445	31566	31566	5319.027397	5319.027397	7186	7186	11	41	0	0	1	5	47	Gram Negative	LBTa
SZUA-1271	SZU_Lau_Basin_Tahi_Moana__BandP_4.15.P	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;unclassified	Flavobacteriales bacterium SZUA-1271 [Order]	22.56	83.89	0.54	0	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;hydrothermal vent metagenome	0	225	1707	225	0.952469933	0.432711467	0.017168835	1798672	57544	57544	7994.097778	7994.097778	10099	10099	11	29	0	0	0	0	29	Gram Negative	LBTa
SZUA-1276	SZU_Lau_Basin_Tahi_Moana__BandP_4.8.B	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Hahellaceae;g__Marinobacter;s__Marinobacter salarius	Marinobacter salarius SZUA-1276 [Species]	23.76	99.12	0.27	33.33	#N/A	0	68	3902	68	0.919338346	0.572342277	0.016812026	4188595	415117	415117	61596.98529	61596.98529	160774	160774	11	40	0	0	0	2	42	Gram Negative	LBTa
SZUA-1278	SZU_Lau_Basin_Tahi_Moana__BandP_5.10.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;unclassified	Candidatus Marinimicrobia bacterium SZUA-1278 [Phylum]	26.47	82.32	2.2	0	Bacteria;Marinimicrobia (SAR406 clade);hydrothermal vent metagenome	0	153	1925	153	0.948256508	0.470586631	0.019896065	2053437	73753	73753	13421.15686	13421.15686	23101	23101	11	34	0	0	0	1	35	Gram Negative	LBTa
SZUA-1285	SZU_Lau_Basin_Abe__BandP_1.15.P	Nitrospinae	GTDB genome phylogeny	d__Bacteria;p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SCGCAAA288-L16;unclassified	Nitrospinaceae bacterium SZUA-1285 [Famliy]	19.93	56.19	1.72	0	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium	0	307	1678	307	0.882672931	0.397133068	0.01751916	1490304	24851	24851	4854.410423	4854.410423	5114	5114	11	20	0	0	0	0	20	Gram Negative	LBAb
SZUA-1287	SZU_Lau_Basin_Abe__BandP_1.3.B	Poribacteria	GTDB genome phylogeny	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;unclassified	Candidatus Poribacteria bacterium SZUA-1287 [Phylum]	34.96	91.14	9.89	0	#N/A	0	565	5670	565	0.862410812	0.433198978	0.018276888	6068253	82804	82804	10740.2708	10740.2708	18405	18405	11	55	0	0	1	0	56	Gram Negative	LBAb
SZUA-1290	SZU_Lau_Basin_Abe__BandP_10.11.P	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1290 [Class]	53.8	90.55	2.44	50	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	0	297	2744	297	0.912587443	0.536072607	0.022283568	2683047	49014	49014	9033.828283	9033.828283	12351	12351	11	42	0	0	2	3	47	Gram Negative	LBAb
SZUA-1291	SZU_Lau_Basin_Abe__BandP_10.34.P	Thaumarchaeota	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;unclassified	Nitrosopelagicus sp. SZUA-1291 [Genus]	14.53	60.44	5.71	16.67	#N/A	0	184	1031	184	0.930310604	0.353879542	0.017795605	790235	14424	14424	4294.755435	4294.755435	4294	4294	11	29	0	0	0	0	29	Archaea	LBAb
SZUA-1292	SZU_Lau_Basin_Abe__BandP_10.7.B	Gammaproteobacteria-Chromatiales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;unclassified;unclassified	Chromatiales bacterium SZUA-1292 [Order]	25.62	88.48	1.93	11.11	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;uncultured bacterium	0	141	1970	141	0.921177217	0.539029788	0.013247569	1948358	61995	61995	13818.14184	13818.14184	24583	24583	11	27	0	0	0	0	27	Gram Negative	LBAb
SZUA-1295	SZU_Lau_Basin_Abe__BandP_2.12.P	Nitrospinae	Phylogenetic tree	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__UBA2165;unclassified	Nitrospinaceae bacterium SZUA-1295 [Order]	18.23	56.06	3.41	33.33	#N/A	0	491	2866	491	0.880454956	0.453062034	0.016196844	2600869	34760	34760	5297.08554	5297.08554	5582	5582	11	32	0	0	0	3	35	Gram Negative	LBAb
SZUA-1298	SZU_Lau_Basin_Abe__BandP_2.9.B	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;unclassified	Flavobacteriales bacterium SZUA-1298 [Order]	19.91	88.57	0.54	100	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;uncultured bacterium	0	186	1727	186	0.951091249	0.432613703	0.017595555	1889212	55610	55610	10157.05376	10157.05376	12959	12959	11	31	0	0	0	0	31	Gram Negative	LBAb
SZUA-1301	SZU_Lau_Basin_Abe__BandP_3.36.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;unclassified;unclassified	Candidatus Marinimicrobia bacterium SZUA-1301 [Phylum]	15.63	57.17	9.34	0	#N/A	0	340	1449	340	0.926526464	0.384538312	0.01980694	1243577	13090	13090	3657.579412	3657.579412	4295	4295	11	22	0	0	0	0	22	Gram Negative	LBAb
SZUA-1304	SZU_Lau_Basin_Abe__BandP_4.23.P	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA8690;unclassified	Marine Group II archaeon MGIIA SZUA-1304 [Class]	12.54	73.54	0	0	#N/A	0	211	1595	211	0.941355273	0.444463144	0.018188286	1853841	65906	65906	8785.976303	8785.976303	15226	15226	11	38	0	0	0	0	38	Archaea	LBAb
SZUA-1305	SZU_Lau_Basin_Abe__BandP_4.25.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;unclassified	Candidatus Marinimicrobia bacterium SZUA-1305 [Phylum]	9.59	57.77	0.19	0	#N/A	0	396	1787	396	0.945316995	0.471558128	0.02150736	1725783	28619	28619	4358.037879	4358.037879	5556	5556	11	20	0	0	0	0	20	Gram Negative	LBAb
SZUA-1306	SZU_Lau_Basin_Abe__BandP_4.26.P	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;unclassified	Phycisphaerales bacterium SZUA-1306 [Order]	11.69	74.9	1.7	0	#N/A	0	203	1603	203	0.94876028	0.430584831	0.011835314	1641500	53446	53446	8086.206897	8086.206897	14743	14743	11	29	0	0	0	0	29	Gram Negative	LBAb
SZUA-1311	SZU_Lau_Basin_Abe__BandP_5.33.P	Gammaproteobacteria-SAR86	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp1	Gammaproteobacteria bacterium SZUA-1311 [Class]	10.99	57.11	2.9	44.44	#N/A	0	354	1622	354	0.955016086	0.373633125	0.019158136	1383539	17791	17791	3908.30226	3908.30226	4551	4551	11	32	0	0	0	0	32	Gram Negative	LBAb
SZUA-1312	SZU_Lau_Basin_Abe__BandP_5.36.P	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;unclassified	Aquifex sp. SZUA-1312 [Genus]	25.82	81.78	2.85	54.55	#N/A	0	260	1240	260	0.934776598	0.501747515	0.023110082	1009147	19490	19490	3881.334615	3881.334615	4398	4398	11	25	0	0	0	0	25	Gram Negative	LBAb
SZUA-1314	SZU_Lau_Basin_Abe__BandP_6.23.P	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonaceae;g__OPU3-GD-OMZ;unclassified	Methylococcales bacterium SZUA-1314 [Order]	18.32	91.26	1.67	18.18	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Milano-WF1B-03;uncultured gamma proteobacterium	0	149	1998	149	0.881475773	0.421840837	0.021858631	1951601	71551	71551	13097.99329	13097.99329	23754	23754	11	26	0	0	0	0	26	Gram Negative	LBAb
SZUA-1315	SZU_Lau_Basin_Abe__BandP_6.33.P	Alphaproteobacteria-Pelagibacterales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;unclassified	Pelagibacteraceae bacterium SZUA-1315 [Family]	57.55	54.17	7.23	0	#N/A	0	339	1141	339	0.951510061	0.304026201	0.023924413	850032	8912	8912	2507.469027	2507.469027	2503	2503	11	9	0	0	0	0	9	Gram Negative	LBAb
SZUA-1316	SZU_Lau_Basin_Abe__BandP_7.21.P	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA1123;unclassified	Dehalococcoidia bacterium SZUA-1316 [Class]	10.53	50.35	1.75	0	#N/A	0	610	2771	610	0.867643942	0.557102433	0.016881235	2457855	27335	27335	4029.270492	4029.270492	4668	4668	11	28	0	0	0	0	28	Gram Negative	LBAb
SZUA-1318	SZU_Lau_Basin_Abe__BandP_8.10.P	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;unclassified;unclassified;unclassified	Flavobacteriales bacterium SZUA-1318 [Order]	9.34	50.19	8.49	3.23	#N/A	0	794	2629	794	0.933469223	0.427960454	0.017771402	2728196	20425	20425	3436.015113	3436.015113	3681	3681	11	28	0	0	1	2	31	Gram Negative	LBAb
SZUA-1319	SZU_Lau_Basin_Abe__BandP_8.18.P	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;unclassified	Deltaproteobacteria bacterium SZUA-1319 [Class]	14.66	80.25	1.77	25	#N/A	0	557	2684	557	0.904555706	0.430966157	0.02181561	2559252	23703	23703	4594.707361	4594.707361	5714	5714	11	16	0	0	0	0	16	Gram Negative	LBAb
SZUA-1322	SZU_Lau_Basin_Abe__BandP_8.6.B	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__UBA8108;o__UBA1146;f__UBA1146;g__UBA1146;unclassified	Planctomycetes bacterium SZUA-1322 [Phylum]	30.24	62.35	1.14	100	#N/A	0	597	1928	597	0.928885685	0.578550835	0.017595482	1813348	26089	26089	3037.433836	3037.433836	3203	3203	11	14	0	0	0	0	14	Gram Negative	LBAb
SZUA-1323	SZU_Lau_Basin_Abe__BandP_9.11.P	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;unclassified;unclassified;unclassified	Flavobacteriales bacterium SZUA-1323 [Order]	20.37	79.25	2.69	14.29	#N/A	0	312	2376	312	0.930271193	0.439334849	0.015338925	2617211	46945	46945	8388.496795	8388.496795	10886	10886	11	17	0	0	0	1	18	Gram Negative	LBAb
SZUA-1325	SZU_Lau_Basin_Tui_Malia__P_1.10	Nitrospirae	GTDB genome phylogeny	d__Bacteria;p__Nitrospirae;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;unclassified	Nitrospirales bacterium SZUA-1325 [Order]	11.42	72.41	2.27	0	#N/A	0	156	1477	156	0.931859151	0.520761107	0.011217348	1343570	36909	36909	8612.628205	8612.628205	10808	10808	11	27	0	0	0	1	28	Gram Negative	LBTu
SZUA-1326	SZU_Lau_Basin_Tui_Malia__P_1.2	Poribacteria	GTDB genome phylogeny	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;unclassified	Candidatus Poribacteria bacterium SZUA-1326 [Phylum]	46.53	97.19	3.3	33.33	Bacteria;Poribacteria;hydrothermal vent metagenome	0	595	5887	595	0.851759487	0.435535357	0.020707233	6268219	77546	77546	10534.82185	10534.82185	15477	15477	11	38	0	0	0	0	38	Gram Negative	LBTu
SZUA-1327	SZU_Lau_Basin_Tui_Malia__P_10.13	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Thiovulum;unclassified	Campylobacterales bacterium SZUA-1327 [Order]	17.79	83.93	1.68	40	#N/A	0	183	1247	183	0.962640237	0.367564448	0.014427194	1114006	21793	21793	6087.464481	6087.464481	7412	7412	11	15	0	0	0	0	15	Gram Negative	LBTu
SZUA-1329	SZU_Lau_Basin_Tui_Malia__P_10.8	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;unclassified	Deltaproteobacteria bacterium SZUA-1329 [Class]	28.01	89.91	0	0	#N/A	0	284	2582	284	0.899082541	0.433736204	0.021142532	2602077	44054	44054	9162.242958	9162.242958	13570	13570	11	22	0	0	1	2	25	Gram Negative	LBTu
SZUA-1331	SZU_Lau_Basin_Tui_Malia__P_4.10	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;unclassified	Candidatus Marinimicrobia bacterium SZUA-1331 [Phylum]	37.11	84.62	0	0	Bacteria;Marinimicrobia (SAR406 clade);hydrothermal vent metagenome	0	215	1911	215	0.944995889	0.471002417	0.020009881	1968871	53630	53630	9157.539535	9157.539535	13884	13884	11	33	0	0	1	3	37	Gram Negative	LBTu
SZUA-1332	SZU_Lau_Basin_Tui_Malia__P_4.16	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1332 [Class]	9.3	54.37	5.49	11.11	#N/A	0	291	1512	291	0.907558535	0.517528181	0.018507349	1394212	33193	33193	4791.106529	4791.106529	6045	6045	11	22	0	1	0	2	25	Gram Negative	LBTu
SZUA-1335	SZU_Lau_Basin_Tui_Malia__P_7.23	Thaumarchaeota	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;unclassified	Nitrosopelagicus sp. SZUA-1335 [Genus]	66.88	55.28	6.37	41.67	#N/A	0	224	975	224	0.926562233	0.356130514	0.017677083	691606	10590	10590	3087.526786	3087.526786	3290	3290	11	32	0	0	1	0	33	Archaea	LBTu
SZUA-1337	SZU_Lau_Basin_Tui_Malia__P_9.5	Nitrospinae	Phylogenetic tree	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__UBA2165;unclassified	Nitrospinaceae bacterium SZUA-1337 [Order]	15.81	72.34	1.26	100	#N/A	0	560	3253	560	0.875631355	0.449709424	0.020007071	3055135	28474	28474	5455.598214	5455.598214	5960	5960	11	28	0	0	0	2	30	Gram Negative	LBTu
SZUA-1338	SZU_Lau_Basin_Mariner__BandP_1.10.B	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA8690;unclassified	Marine Group II archaeon MGIIA SZUA-1338 [Class]	21.16	77.76	0	0	#N/A	0	117	1561	117	0.941516077	0.444942262	0.014361653	1888690	67998	67998	16142.64957	16142.64957	24180	24180	11	39	0	0	0	0	39	Archaea	LBMa
SZUA-1346	SZU_Lau_Basin_Mariner__BandP_10.7.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1346 [Class]	36.15	87.2	3.15	28.57	#N/A	0	342	2986	342	0.909478569	0.533370047	0.022805203	2899921	59029	59029	8479.30117	8479.30117	10514	10514	11	39	0	0	3	6	48	Gram Negative	LBMa
SZUA-1347	SZU_Lau_Basin_Mariner__BandP_11.5.P	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Hahellaceae;g__Marinobacter;s__Marinobacter salarius	Marinobacter salarius SZUA-1347 [Species]	59.11	97.95	0.13	0	#N/A	0	117	4030	117	0.918265248	0.573275463	0.014878409	4269567	186287	186287	36492.02564	36492.02564	62332	62332	11	45	0	0	1	2	48	Gram Negative	LBMa
SZUA-1356	SZU_Lau_Basin_Mariner__BandP_3.15.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;unclassified	Candidatus Marinimicrobia bacterium SZUA-1356 [Phylum]	42.81	81.32	9.89	0	Bacteria;Marinimicrobia (SAR406 clade);hydrothermal vent metagenome	0	259	2178	259	0.947277751	0.468468174	0.021665222	2206374	47792	47792	8518.818533	8518.818533	14179	14179	11	37	0	0	0	1	38	Gram Negative	LBMa
SZUA-1361	SZU_Lau_Basin_Mariner__BandP_4.19.P	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIB;g__UBA60;unclassified	Marine Group II archaeon MGIIB SZUA-1361 [Class]	14.14	75.41	1.02	33.33	#N/A	0	247	1574	247	0.937686039	0.531372223	0.019535016	1767774	57659	57659	7156.979757	7156.979757	9654	9654	11	38	0	0	0	0	38	Archaea	LBMa
SZUA-1363	SZU_Lau_Basin_Mariner__BandP_4.26.B	Patescibacteria-Saccharibacteria	GTDB genome phylogeny	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;unclassified;unclassified;unclassified	Saccharibacteria bacterium SZUA-1363 [Phylum]	224.57	67.28	0	0	Bacteria;Saccharibacteria;hydrothermal vent metagenome	0	10	933	10	0.906781255	0.432259513	0.011479969	908873	270078	270078	90887.3	90887.3	201996	201996	11	36	0	0	0	0	36	Gram Negative	LBMa
